thread_name,process_name,upid,utid,cpu,ts,dur,end_state
kworker/4:0,kworker/4:0,761,771,4,261339549959183,147542,I
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261339550054967,314576,S
NetworkStats,system_server,534,1387,3,261339550070430,1518351,S
swapper,,0,0,4,261339550106725,45913086,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339550369543,317993,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339550679194,93262,S
swapper,,0,0,0,261339550687536,89681,R
swapper,,0,0,6,261339550772456,70516,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339550777217,62744,S
swapper,,0,0,0,261339550839961,3594238,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339550842972,235962,S
swapper,,0,0,6,261339551078934,3151286,R
swapper,,0,0,3,261339551588781,548218,R
decon0_kthread,decon0_kthread,191,6,3,261339552136999,169962,D
swapper,,0,0,3,261339552306961,1355632,R
sugov:0,sugov:0,301,316,3,261339553662593,65877,S
swapper,,0,0,3,261339553728470,1379476,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339554230220,228393,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339554434199,122925,S
swapper,,0,0,6,261339554458613,8384969,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339554550329,350871,S
swapper,,0,0,0,261339554557124,5174601,R
swapper,,0,0,1,261339554901200,341552,R
decon0_kthread,decon0_kthread,191,6,3,261339555107946,190063,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261339555140864,512248,D
TimerDispatch,/system/bin/surfaceflinger,313,821,1,261339555242752,230998,S
swapper,,0,0,3,261339555298009,157349,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261339555455358,3899984,S
swapper,,0,0,1,261339555473750,165934,R
bigo_worker_thr,bigo_worker_thread,756,766,1,261339555639684,242391,D
swapper,,0,0,2,261339555653112,4076050,R
swapper,,0,0,1,261339555882075,1778320,R
perf_mon_update,perf_mon_update_client_task,97,113,1,261339557660395,140748,S
swapper,,0,0,1,261339557801143,151611,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,1,261339557952754,51798,S
swapper,,0,0,1,261339558004552,1206218,R
IdleTimer,/system/bin/surfaceflinger,313,828,1,261339559210770,66406,S
swapper,,0,0,1,261339559277176,85897,R
binder:479_3,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,329,3,261339559355342,2973714,S
bigo_worker_thr,bigo_worker_thread,756,766,1,261339559363073,375203,D
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261339559729162,614176,S
sugov:0,sugov:0,301,316,0,261339559731725,72754,S
swapper,,0,0,1,261339559738276,1855957,R
swapper,,0,0,0,261339559804479,3894613,R
swapper,,0,0,2,261339560343338,1766765,R
decon0_kthread,decon0_kthread,191,6,1,261339561594233,421550,D
swapper,,0,0,1,261339562015783,1075358,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,2,261339562110103,69051,S
swapper,,0,0,2,261339562179154,1132446,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261339562329056,843140,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,6,261339562843582,338379,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,1,261339563091141,257487,S
logd.writer,/system/bin/logd,295,3,3,261339563172196,124227,S
swapper,,0,0,6,261339563181961,835938,R
swapper,,0,0,3,261339563296423,10589518,R
binder:23019_8,com.google.android.youtube,701,5165,2,261339563311600,513387,S
swapper,,0,0,1,261339563348628,507894,R
binder:23019_4,com.google.android.youtube,701,5138,0,261339563699092,166422,S
swapper,,0,0,2,261339563824987,1677734,R
CodecLooper,com.google.android.youtube,701,5225,1,261339563856522,174601,S
swapper,,0,0,0,261339563865514,506633,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339564017899,402669,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339564031123,132080,S
binder:23019_8,com.google.android.youtube,701,5165,1,261339564163203,231568,R+
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339564372147,1460775,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339564394771,203491,S
swapper,,0,0,6,261339564420568,1369507,R
binder:23019_8,com.google.android.youtube,701,5165,1,261339564598262,82560,S
swapper,,0,0,1,261339564680822,941854,R
binder:477_4,/system/bin/surfaceflinger,313,831,2,261339565502721,353760,S
sugov:0,sugov:0,301,316,1,261339565622676,58878,S
swapper,,0,0,1,261339565681554,647461,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339565790075,135742,S
swapper,,0,0,0,261339565832922,80444,R
swapper,,0,0,2,261339565856481,5953980,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339565913366,126750,S
swapper,,0,0,6,261339565925817,116740,R
swapper,,0,0,0,261339566040116,186686,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339566042557,206014,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339566226802,109822,S
swapper,,0,0,6,261339566248571,5930664,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339566329015,164551,S
swapper,,0,0,0,261339566336624,5543498,R
swapper,,0,0,1,261339566493566,2267578,R
decon0_kthread,decon0_kthread,191,6,1,261339568761144,99284,D
swapper,,0,0,1,261339568860428,784302,R
perf_mon_update,perf_mon_update_client_task,97,113,1,261339569644730,60669,S
swapper,,0,0,1,261339569705399,2051513,R
decon0_kthread,decon0_kthread,191,6,1,261339571756912,146363,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261339571810461,358724,D
TimerDispatch,/system/bin/surfaceflinger,313,821,0,261339571880122,147176,S
swapper,,0,0,1,261339571903275,104451,R
surfaceflinger,/system/bin/surfaceflinger,313,10,1,261339572007726,3339681,S
swapper,,0,0,0,261339572027298,33488,R
sugov:0,sugov:0,301,316,0,261339572060786,59001,S
swapper,,0,0,0,261339572119787,3263265,R
swapper,,0,0,2,261339572169185,2858235,R
bigo_worker_thr,bigo_worker_thread,756,766,6,261339572179235,254639,D
swapper,,0,0,6,261339572433874,5195597,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261339573885941,60831,S
swapper,,0,0,3,261339573946772,697876,R
sugov:0,sugov:0,301,316,3,261339574644648,84107,S
swapper,,0,0,3,261339574728755,1003865,R
kworker/u17:0,kworker/u17:0,745,9,2,261339575027420,206909,I
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,2,261339575234329,540609,S
binder:479_3,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,329,1,261339575347407,2397339,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261339575383052,811808,S
sugov:0,sugov:0,301,316,3,261339575732620,52898,S
AudioOut_15,/system/bin/audioserver,482,13,2,261339575774938,953003,S
swapper,,0,0,3,261339575785518,373413,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339576158931,1027994,S
swapper,,0,0,0,261339576194860,722941,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,2,261339576727941,173421,S
bigo_worker_thr,bigo_worker_thread,756,766,2,261339576901362,381551,D
binder:477_4,/system/bin/surfaceflinger,313,831,0,261339576917801,267009,S
swapper,,0,0,0,261339577184810,1287679,R
swapper,,0,0,3,261339577186925,1091309,R
swapper,,0,0,2,261339577282913,186280,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,2,261339577469193,46508,S
swapper,,0,0,2,261339577515701,171021,R
decon0_kthread,decon0_kthread,191,6,6,261339577629471,504313,D
android.hardwar,/vendor/bin/hw/android.hardware.qorvo.uwb-service,459,1017,2,261339577686722,83008,S
surfaceflinger,/system/bin/surfaceflinger,313,10,1,261339577744746,600667,S
swapper,,0,0,2,261339577769730,674560,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,6,261339578133784,549032,S
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,5,261339578203934,310710,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261339578278234,243530,S
logd.writer,/system/bin/logd,295,3,1,261339578345413,100220,S
binder:23019_8,com.google.android.youtube,701,5165,2,261339578444290,337891,S
swapper,,0,0,1,261339578445633,314168,R
sugov:0,sugov:0,301,316,0,261339578472489,101562,S
swapper,,0,0,5,261339578514644,20617187,R
swapper,,0,0,3,261339578521764,158041,R
swapper,,0,0,0,261339578574051,80363,R
binder:23019_4,com.google.android.youtube,701,5138,0,261339578654414,117188,S
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,3,261339578679805,335896,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339578682816,306966,S
CodecLooper,com.google.android.youtube,701,5225,1,261339578759801,79143,S
swapper,,0,0,0,261339578771602,160644,R
swapper,,0,0,2,261339578782181,209473,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339578838944,156657,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339578932246,159668,S
swapper,,0,0,6,261339578989782,287638,R
sugov:0,sugov:0,301,316,2,261339578991654,59122,S
binder:23019_8,com.google.android.youtube,701,5165,1,261339578995601,211344,R+
binder:479_3,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,329,3,261339579015701,164104,S
swapper,,0,0,2,261339579050776,6532634,R
swapper,,0,0,0,261339579091914,485107,R
swapper,,0,0,3,261339579179805,2453816,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339579206945,160848,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339579277420,322429,S
binder:23019_8,com.google.android.youtube,701,5165,1,261339579367793,56925,S
swapper,,0,0,1,261339579424718,8977743,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339579577021,85002,S
swapper,,0,0,6,261339579599849,182169,R
swapper,,0,0,0,261339579662023,327718,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,6,261339579782018,382609,S
ExoPlayer:Simpl,com.google.android.youtube,701,5240,0,261339579989741,1490153,S
swapper,,0,0,6,261339580164627,5947185,R
swapper,,0,0,0,261339581479894,4288981,R
simpleinteracti,simpleinteractive,152,168,3,261339581633621,286418,S
swapper,,0,0,3,261339581920039,3895589,R
sugov:0,sugov:0,301,316,2,261339585583410,35685,S
swapper,,0,0,2,261339585619095,3091756,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261339585768875,315633,S
decon0_kthread,decon0_kthread,191,6,3,261339585815628,92204,D
swapper,,0,0,3,261339585907832,2473022,R
swapper,,0,0,0,261339586084508,139445,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261339586111812,161499,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261339586223953,293335,S
swapper,,0,0,6,261339586273311,7768514,R
swapper,,0,0,0,261339586517288,2017009,R
decon0_kthread,decon0_kthread,191,6,3,261339588380854,102743,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339588402461,307414,D
swapper,,0,0,3,261339588483597,164958,R
TimerDispatch,/system/bin/surfaceflinger,313,821,0,261339588534297,127156,S
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261339588648555,2287882,S
swapper,,0,0,0,261339588661453,4325318,R
swapper,,0,0,1,261339588709875,4951578,R
bigo_worker_thr,bigo_worker_thread,756,766,2,261339588710851,239095,D
swapper,,0,0,2,261339588949946,671021,R
perf_mon_update,perf_mon_update_client_task,97,113,2,261339589620967,59326,S
swapper,,0,0,2,261339589680293,235474,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,2,261339589915767,36702,S
swapper,,0,0,2,261339589952469,23071,R
sugov:0,sugov:0,301,316,2,261339589975540,54851,S
swapper,,0,0,2,261339590030391,561157,R
surfaceflinger,/system/bin/surfaceflinger,313,7,2,261339590591548,94686,S
swapper,,0,0,2,261339590686234,1989054,R
binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,4,3,261339590936437,2195435,S
decon0_kthread,decon0_kthread,191,6,2,261339592675288,362712,D
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,0,261339592986771,67912,S
drm-event-liste,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,866,2,261339593038000,212158,S
swapper,,0,0,0,261339593054683,368733,R
surfaceflinger,/system/bin/surfaceflinger,313,10,3,261339593131872,597168,S
bigo_worker_thr,bigo_worker_thread,756,766,2,261339593250158,410766,D
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,0,261339593423416,425375,S
binder:479_3,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,329,2,261339593660924,223552,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,1,261339593661453,176392,S
logd.writer,/system/bin/logd,295,3,3,261339593729040,80932,S
swapper,,0,0,3,261339593809972,28768,R
swapper,,0,0,1,261339593837845,405518,R
DisplayInfo,/vendor/bin/hw/android.hardware.sensors-service.multihal,464,1034,3,261339593838740,284831,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339593848791,454386,S
swapper,,0,0,2,261339593884476,279134,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,6,261339594041825,527913,S
swapper,,0,0,3,261339594123571,540446,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261339594163610,99406,S
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,1,261339594243363,851074,S
swapper,,0,0,2,261339594263016,34953,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261339594297969,100708,S
swapper,,0,0,0,261339594303177,90739,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339594393916,182495,S
binder:23019_8,com.google.android.youtube,701,5165,2,261339594398677,152262,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,2,261339594550939,34546,S
swapper,,0,0,6,261339594569738,1442098,R
swapper,,0,0,0,261339594576411,173014,R
traced_probes,/system/bin/traced_probes,496,16,2,261339594585485,267619,R+
binder:23019_2,com.google.android.youtube,701,5077,3,261339594664017,1178792,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339594749425,99610,S
swapper,,0,0,0,261339594849035,300415,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,2,261339594853104,376017,S
swapper,,0,0,1,261339595094437,266805,R
sugov:0,sugov:0,301,316,0,261339595149450,82153,S
binder:23019_8,com.google.android.youtube,701,5165,2,261339595229121,274821,S
swapper,,0,0,0,261339595231603,140096,R
CodecLooper,com.google.android.youtube,701,5239,1,261339595361242,56071,S
binder:23019_4,com.google.android.youtube,701,5138,0,261339595371699,38900,R
sugov:0,sugov:0,301,316,0,261339595410599,44515,S
swapper,,0,0,1,261339595417313,60099,R
binder:23019_4,com.google.android.youtube,701,5138,0,261339595455114,125610,S
CodecLooper,com.google.android.youtube,701,5239,1,261339595477412,2274943,S
traced_probes,/system/bin/traced_probes,496,16,2,261339595503942,3354207,R+
swapper,,0,0,0,261339595580724,238159,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339595818883,81747,S
swapper,,0,0,3,261339595842809,641154,R
swapper,,0,0,0,261339595900630,710571,R
binder:23019_8,com.google.android.youtube,701,5165,6,261339596011836,67668,S
CodecLooper,com.google.android.youtube,701,5225,4,261339596019811,183146,S
swapper,,0,0,6,261339596079504,612060,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,4,261339596202957,296184,S
sugov:4,sugov:4,302,317,3,261339596483963,54403,S
binder:23019_8,com.google.android.youtube,701,5165,4,261339596499141,313883,R+
swapper,,0,0,3,261339596538366,2857747,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261339596611201,260254,S
MediaCodec_loop,com.google.android.youtube,701,5238,6,261339596691564,128255,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,4,261339596813024,253011,S
swapper,,0,0,6,261339596819819,62744,R
swapper,,0,0,0,261339596871455,55176,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261339596882563,49276,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,0,261339596926631,61849,S
swapper,,0,0,6,261339596931839,46468,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261339596978307,68441,S
swapper,,0,0,0,261339596988480,1804525,R
swapper,,0,0,6,261339597046748,818888,R
binder:23019_8,com.google.android.youtube,701,5165,4,261339597066035,116211,S
swapper,,0,0,4,261339597182246,15659790,R
swapper,,0,0,1,261339597752355,1963623,R
MediaCodec_loop,com.google.android.youtube,701,5238,6,261339597865636,1327067,S
binder:477_4,/system/bin/surfaceflinger,313,831,0,261339598793005,397135,S
traced,/system/bin/traced,497,15,2,261339598858149,824016,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,5,261339599131831,404704,S
swapper,,0,0,0,261339599190140,6143392,R
swapper,,0,0,6,261339599192703,6744060,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339599396113,57455,S
swapper,,0,0,3,261339599453568,57861,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339599511429,224528,S
traced_perf,/system/bin/traced_perf,765,775,5,261339599536535,279826,S
traced_probes,/system/bin/traced_probes,496,16,2,261339599682165,92448,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339599715978,235311,S
swapper,,0,0,3,261339599735957,212647,R
swapper,,0,0,2,261339599774613,1890584,R
stack-unwinding,/system/bin/traced_perf,765,6596,5,261339599816361,81461,S
swapper,,0,0,5,261339599897822,28466187,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339599948604,74137,S
swapper,,0,0,1,261339599951289,66854,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339600018143,166951,S
swapper,,0,0,3,261339600022741,156942,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339600179683,577962,R+
swapper,,0,0,1,261339600185094,1744141,R
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,3,261339600757645,654175,S
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339601411820,526163,S
perf_mon_update,perf_mon_update_client_task,97,113,2,261339601665197,65674,S
swapper,,0,0,2,261339601730871,286987,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339601929235,84391,S
swapper,,0,0,3,261339601937983,74789,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339602012772,69051,S
swapper,,0,0,1,261339602013626,63151,R
decon0_kthread,decon0_kthread,191,6,2,261339602017858,94605,D
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339602076777,89763,S
swapper,,0,0,3,261339602081823,85286,R
swapper,,0,0,2,261339602112463,3164917,R
swapper,,0,0,1,261339602166540,868327,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339602167109,230632,R+
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,3,261339602397741,333170,S
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339602730911,324830,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339603034867,60791,S
swapper,,0,0,3,261339603055741,47607,R
swapper,,0,0,1,261339603095658,65348,R
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339603103348,59041,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339603161006,202189,S
swapper,,0,0,3,261339603162389,3749146,R
swapper,,0,0,1,261339603363195,1274333,R
aocd,/vendor/bin/aocd,522,533,1,261339604637528,544433,S
logd.writer,/system/bin/logd,295,3,1,261339605181961,113688,S
decon0_kthread,decon0_kthread,191,6,2,261339605277380,152221,S
swapper,,0,0,1,261339605295649,33285,R
sugov:0,sugov:0,301,316,1,261339605328934,76619,S
TimerDispatch,/system/bin/surfaceflinger,313,821,0,261339605333532,137777,S
swapper,,0,0,1,261339605405553,2054281,R
swapper,,0,0,2,261339605429601,488526,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261339605471309,449544,D
bigo_worker_thr,bigo_worker_thread,756,766,2,261339605918127,241495,D
swapper,,0,0,0,261339605920853,4423665,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261339605936763,1769246,S
swapper,,0,0,2,261339606159622,3064291,R
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261339606911535,103719,S
swapper,,0,0,3,261339607015254,729940,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339607459834,303426,S
binder:479_3,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,329,6,261339607706009,2258260,S
MediaCodec_loop,com.google.android.youtube,701,5238,3,261339607745194,68400,S
swapper,,0,0,1,261339607763260,48055,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339607811315,159627,S
swapper,,0,0,3,261339607813594,1784790,R
swapper,,0,0,1,261339607970942,3094686,R
decon0_kthread,decon0_kthread,191,6,2,261339609223913,392008,D
logd.writer,/system/bin/logd,295,3,3,261339609598384,120280,S
swapper,,0,0,2,261339609615921,651489,R
VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,315,8,3,261339609718664,58024,S
swapper,,0,0,3,261339609776688,764852,R
surfaceflinger,/system/bin/surfaceflinger,313,10,6,261339609964269,689372,S
bigo_worker_thr,bigo_worker_thread,756,766,2,261339610267410,401205,D
android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,355,12,0,261339610344518,355225,S
BckgrndExec HP,/system/bin/surfaceflinger,313,1,3,261339610541540,306640,S
ksoftirqd/6,ksoftirqd/6,51,67,6,261339610653641,935425,S
swapper,,0,0,2,261339610668615,112101,R
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261339610699743,141317,S
binder:23019_8,com.google.android.youtube,701,5165,2,261339610780716,378052,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339610841060,260335,R+
swapper,,0,0,3,261339610848180,335938,R
binder:23019_4,com.google.android.youtube,701,5138,1,261339611065628,118815,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261339611101395,45166,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339611146561,51147,R+
swapper,,0,0,2,261339611158768,559855,R
CodecLooper,com.google.android.youtube,701,5225,3,261339611184118,75480,S
swapper,,0,0,1,261339611184443,208741,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261339611197708,70109,S
swapper,,0,0,3,261339611259598,937988,R
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339611267817,183391,R+
Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1054,1,261339611393184,770019,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261339611451208,47689,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339611498897,163655,R+
swapper,,0,0,6,261339611589066,26429931,R
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261339611662552,20752,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339611683304,52734,R+
binder:23019_8,com.google.android.youtube,701,5165,2,261339611718623,656576,S
GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1052,0,261339611736038,34709,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339611770747,76660,R+
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,0,261339611847407,515991,S
swapper,,0,0,1,261339612163203,113892,R
CodecLooper,com.google.android.youtube,701,5239,3,261339612197586,2116537,S
binder:23019_2,com.google.android.youtube,701,5077,1,261339612277095,411133,S
Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1053,0,261339612363398,24252,S
swapper,,0,0,2,261339612375199,1312052,R
swapper,,0,0,0,261339612387650,63924,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339612451574,92651,S
swapper,,0,0,0,261339612544225,699341,R
swapper,,0,0,1,261339612688228,4421224,R
binder:23019_7,com.google.android.youtube,701,14,4,261339612842036,451864,R+
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339613243566,68766,S
DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,1056,4,261339613293900,455119,S
swapper,,0,0,0,261339613312332,69336,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339613381668,43986,S
swapper,,0,0,0,261339613425654,866293,R
perf_mon_update,perf_mon_update_client_task,97,113,2,261339613687251,89233,S
binder:23019_7,com.google.android.youtube,701,14,4,261339613749019,99609,S
swapper,,0,0,2,261339613776484,915731,R
swapper,,0,0,4,261339613848628,24021362,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339614291947,40039,S
swapper,,0,0,3,261339614314123,519531,R
swapper,,0,0,0,261339614331986,3057454,R
kworker/u17:0,kworker/u17:0,745,9,2,261339614692215,159750,I
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,3,261339614833654,372599,S
swapper,,0,0,2,261339614851965,318522,R
AudioOut_15,/system/bin/audioserver,482,13,2,261339615170487,1290975,S
swapper,,0,0,3,261339615206253,1237712,R
cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,447,11,3,261339616443965,187378,S
swapper,,0,0,2,261339616461462,2221354,R
swapper,,0,0,3,261339616631343,1815592,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339617109452,280151,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339617389440,1348307,S
swapper,,0,0,1,261339617389603,1286662,R
binder:477_4,/system/bin/surfaceflinger,313,831,3,261339618446935,370768,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339618676265,139607,S
decon0_kthread,decon0_kthread,191,6,2,261339618682816,103841,D
swapper,,0,0,0,261339618737747,77352,R
swapper,,0,0,2,261339618786657,2960490,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339618815099,124675,S
swapper,,0,0,1,261339618815872,118571,R
swapper,,0,0,3,261339618817703,2991618,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339618934443,184896,S
swapper,,0,0,0,261339618939774,179158,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339619118932,63721,S
swapper,,0,0,1,261339619119339,60222,R
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339619179561,159423,S
swapper,,0,0,0,261339619182653,156413,R
swapper,,0,0,1,261339619338984,1141317,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339619339066,328898,R+
binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,468,481,0,261339619667964,455607,S
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339620123571,381673,S
ExoPlayer:Playb,com.google.android.youtube,701,5124,1,261339620480301,89193,S
swapper,,0,0,0,261339620505244,65593,R
swapper,,0,0,1,261339620569494,65592,R
MediaCodec_loop,com.google.android.youtube,701,5238,0,261339620570837,66691,S
