utid,thread_name,process_name,ts,dur,state,blocked_function
5225,CodecLooper,com.google.android.youtube,261337595467157,200928,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337595485427,69702,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337595537551,130534,R,
5238,MediaCodec_loop,com.google.android.youtube,261337595555129,803304,S,
5225,CodecLooper,com.google.android.youtube,261337595668085,16897624,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337595668085,293945,Running,
5159,binder:23019_5,com.google.android.youtube,261337595808954,153076,R,
317,sugov:4,sugov:4,261337595872064,66122,R,
317,sugov:4,sugov:4,261337595938186,57617,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337595962030,304525,S,
5159,binder:23019_5,com.google.android.youtube,261337595962030,372274,Running,
317,sugov:4,sugov:4,261337595995803,17031779,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337596266555,67749,R,
5159,binder:23019_5,com.google.android.youtube,261337596334304,251465,R+,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337596334304,251465,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337596358433,44027,R,
5238,MediaCodec_loop,com.google.android.youtube,261337596402460,52205,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337596454665,6320679,S,
5239,CodecLooper,com.google.android.youtube,261337596481602,15761271,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337596585769,9354736,S,
5159,binder:23019_5,com.google.android.youtube,261337596585769,141195,Running,
5159,binder:23019_5,com.google.android.youtube,261337596726964,14508992,S,
506,dhd_rpm_state_t,dhd_rpm_state_thread,261337597602370,76823,R,
506,dhd_rpm_state_t,dhd_rpm_state_thread,261337597679193,106039,Running,
506,dhd_rpm_state_t,dhd_rpm_state_thread,261337597785232,107789591,S,
15,traced,/system/bin/traced,261337597885940,62663,R,
16,traced_probes,/system/bin/traced_probes,261337597948603,951660,R+,
15,traced,/system/bin/traced,261337597948603,951660,Running,
15,traced,/system/bin/traced,261337598900263,98051473,S,
16,traced_probes,/system/bin/traced_probes,261337598900263,102742,Running,
16,traced_probes,/system/bin/traced_probes,261337599003005,95074097,S,
168,simpleinteracti,simpleinteractive,261337601593459,56763,R,
168,simpleinteracti,simpleinteractive,261337601650222,263713,Running,
168,simpleinteracti,simpleinteractive,261337601913935,43666951,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337602572219,51677,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337602623896,221639,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337602775344,64168,R,
5238,MediaCodec_loop,com.google.android.youtube,261337602839512,1210653,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337602845535,1103963,S,
6,decon0_kthread,decon0_kthread,261337602847203,70190,R,
6,decon0_kthread,decon0_kthread,261337602917393,85856,Running,
6,decon0_kthread,decon0_kthread,261337603003249,2886394,D,
831,binder:477_4,/system/bin/surfaceflinger,261337603721226,52775,R,
831,binder:477_4,/system/bin/surfaceflinger,261337603774001,291423,Running,
712,android.youtube,com.google.android.youtube,261337603937698,57332,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337603949498,46224,R,
712,android.youtube,com.google.android.youtube,261337603995030,8755046,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337603995722,121053,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337604050165,66813,S,
831,binder:477_4,/system/bin/surfaceflinger,261337604065424,7670980,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604116775,60791,S,
5238,MediaCodec_loop,com.google.android.youtube,261337604116978,104696,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604177566,36092,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604213658,147176,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337604221674,82967,S,
828,IdleTimer,/system/bin/surfaceflinger,261337604266962,93872,R,
5238,MediaCodec_loop,com.google.android.youtube,261337604304641,41911,R,
5238,MediaCodec_loop,com.google.android.youtube,261337604346552,95825,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604360834,12614,S,
828,IdleTimer,/system/bin/surfaceflinger,261337604360834,74666,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604373448,65185,R,
828,IdleTimer,/system/bin/surfaceflinger,261337604435500,79634603,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604438633,204183,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337604442377,161702,S,
5238,MediaCodec_loop,com.google.android.youtube,261337604604079,38900,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337604642816,1281047,S,
5238,MediaCodec_loop,com.google.android.youtube,261337604642979,339112,Running,
533,aocd,/vendor/bin/aocd,261337604708002,44881,R,
533,aocd,/vendor/bin/aocd,261337604752883,721721,Running,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337604937535,44556,R,
5238,MediaCodec_loop,com.google.android.youtube,261337604982091,514607,R+,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337604982091,514607,Running,
3,logd.writer,/system/bin/logd,261337605396316,78288,R,
533,aocd,/vendor/bin/aocd,261337605474604,999084269,S,
3,logd.writer,/system/bin/logd,261337605474604,184488,Running,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337605496698,12310222,S,
5238,MediaCodec_loop,com.google.android.youtube,261337605496698,479899,Running,
113,perf_mon_update,perf_mon_update_client_task,261337605567133,91959,R,
3,logd.writer,/system/bin/logd,261337605659092,95988,R,
113,perf_mon_update,perf_mon_update_client_task,261337605659092,95988,Running,
113,perf_mon_update,perf_mon_update_client_task,261337605755080,47801514,S,
3,logd.writer,/system/bin/logd,261337605755080,39999,Running,
3,logd.writer,/system/bin/logd,261337605795079,4913452,S,
6,decon0_kthread,decon0_kthread,261337605889643,55379,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337605923863,43416,R,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337605940505,121460,R,
6,decon0_kthread,decon0_kthread,261337605945022,116943,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337605967279,100383,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337605976597,42155,S,
5238,MediaCodec_loop,com.google.android.youtube,261337606018752,36947,R,
821,TimerDispatch,/system/bin/surfaceflinger,261337606022170,192342,R,
5238,MediaCodec_loop,com.google.android.youtube,261337606055699,53182,Running,
6,decon0_kthread,decon0_kthread,261337606061965,4357870,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337606061965,334514,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337606067662,6022,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337606073684,32186,R,
753,kworker/4:1H,kworker/4:1H,261337606079747,353190,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337606105870,131836,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337606108881,6922729,S,
821,TimerDispatch,/system/bin/surfaceflinger,261337606214512,218425,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337606237706,7032470,S,
766,bigo_worker_thr,bigo_worker_thread,261337606324945,50904,R,
10,surfaceflinger,/system/bin/surfaceflinger,261337606328974,59529,R,
766,bigo_worker_thr,bigo_worker_thread,261337606375849,242513,Running,
10,surfaceflinger,/system/bin/surfaceflinger,261337606388503,2284505,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337606396479,3704467,D,
821,TimerDispatch,/system/bin/surfaceflinger,261337606432937,16245361,S,
753,kworker/4:1H,kworker/4:1H,261337606432937,101807,Running,
753,kworker/4:1H,kworker/4:1H,261337606534744,439247843,I,
766,bigo_worker_thr,bigo_worker_thread,261337606618362,3123128,D,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337607540359,126139,R,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337607666498,61727,Running,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337607728225,3666097,S,
4,binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337608562901,110107,R,
10,surfaceflinger,/system/bin/surfaceflinger,261337608673008,2221802,S,
4,binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337608673008,2291179,Running,
766,bigo_worker_thr,bigo_worker_thread,261337609741490,52205,R,
766,bigo_worker_thr,bigo_worker_thread,261337609793695,367188,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610100946,65064,R,
766,bigo_worker_thr,bigo_worker_thread,261337610160883,12697876,D,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610166010,129923,Running,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610231928,45044,R,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610276972,443481,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610295933,352336,S,
6,decon0_kthread,decon0_kthread,261337610419835,59529,R,
6,decon0_kthread,decon0_kthread,261337610479364,414958,Running,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610486282,408040,R,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610583165,357706,R,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610648269,817301,R,
3,logd.writer,/system/bin/logd,261337610708531,797323,R,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610720453,782552,S,
8,VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337610746291,42318,R,
8,VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337610788609,52938,Running,
8,VrrCtrl_Primary,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337610841547,14449463,S,
6,decon0_kthread,decon0_kthread,261337610894322,8600179,D,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610894322,46549,Running,
10,surfaceflinger,/system/bin/surfaceflinger,261337610894810,69377,R,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610940871,751954,S,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337610940871,524699,Running,
4,binder:479_5,/vendor/bin/hw/android.hardware.composer.hwc3-service.pixel,261337610964187,13033813,S,
10,surfaceflinger,/system/bin/surfaceflinger,261337610964187,541667,Running,
12,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337611203852,44677,R,
5159,binder:23019_5,com.google.android.youtube,261337611235956,572184,R,
12,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337611248529,217977,Running,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337611394322,417765,R,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611465570,279053,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611465570,93343,Running,
12,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337611466506,14307739,S,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611503005,40528,R,
10,surfaceflinger,/system/bin/surfaceflinger,261337611505854,2198201,S,
3,logd.writer,/system/bin/logd,261337611505854,86181,Running,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611543533,336629,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611558913,255616,S,
3,logd.writer,/system/bin/logd,261337611592035,13654541,S,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611692825,50944,R,
831,binder:477_4,/system/bin/surfaceflinger,261337611736404,54606,R,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611743769,69417,Running,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611744623,68563,R,
831,binder:477_4,/system/bin/surfaceflinger,261337611791010,169962,Running,
5159,binder:23019_5,com.google.android.youtube,261337611808140,1020793,Running,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337611812087,403809,Running,
1052,GC2PerfHintThre,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611813186,14595093,S,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611813186,347209,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611814529,345866,R,
822,app,/system/bin/surfaceflinger,261337611846063,407146,R,
5112,RenderThread,com.google.android.youtube,261337611859573,80851,R,
1053,Codec2.0 Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337611880162,14204386,S,
5089,yt-critical Thr,com.google.android.youtube,261337611936070,279826,R,
5112,RenderThread,com.google.android.youtube,261337611940424,596639,Running,
831,binder:477_4,/system/bin/surfaceflinger,261337611960972,4659180,S,
5165,binder:23019_8,com.google.android.youtube,261337612027745,88175,R,
876,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612082310,343791,R,
5165,binder:23019_8,com.google.android.youtube,261337612115920,402710,Running,
1054,Output Looper,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612160395,14327596,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612160395,352864,Running,
1,BckgrndExec HP,/system/bin/surfaceflinger,261337612215896,11300496,S,
5089,yt-critical Thr,com.google.android.youtube,261337612215896,616048,Running,
5239,CodecLooper,com.google.android.youtube,261337612242873,595581,R,
822,app,/system/bin/surfaceflinger,261337612253209,172892,Running,
5138,binder:23019_4,com.google.android.youtube,261337612303258,210001,R,
5215,binder:23019_9,com.google.android.youtube,261337612389317,261393,R,
822,app,/system/bin/surfaceflinger,261337612426101,10410075,S,
876,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612426101,573446,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612513259,168376,S,
5138,binder:23019_4,com.google.android.youtube,261337612513259,137451,Running,
5165,binder:23019_8,com.google.android.youtube,261337612518630,115925049,S,
5112,RenderThread,com.google.android.youtube,261337612537063,11199625,S,
5225,CodecLooper,com.google.android.youtube,261337612565709,76009,R,
5225,CodecLooper,com.google.android.youtube,261337612641718,104980,Running,
5138,binder:23019_4,com.google.android.youtube,261337612650710,13612793,S,
5215,binder:23019_9,com.google.android.youtube,261337612650710,83212,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612681635,65063,R,
875,adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612700108,131836,R,
32,migration/0,migration/0,261337612705845,44231,R,
5215,binder:23019_9,com.google.android.youtube,261337612733922,14196696,S,
316,sugov:0,sugov:0,261337612745925,38167,R,
5225,CodecLooper,com.google.android.youtube,261337612746698,13569621,S,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612746698,141114,Running,
712,android.youtube,com.google.android.youtube,261337612750076,156127,R,
32,migration/0,migration/0,261337612750076,87402,Running,
316,sugov:0,sugov:0,261337612784092,122111,Running,
5159,binder:23019_5,com.google.android.youtube,261337612828933,19328,S,
5089,yt-critical Thr,com.google.android.youtube,261337612831944,102295,R,
875,adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612831944,102295,Running,
32,migration/0,migration/0,261337612837478,88764486,S,
5239,CodecLooper,com.google.android.youtube,261337612838454,795166,Running,
877,NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612844517,224894,R,
5159,binder:23019_5,com.google.android.youtube,261337612848261,39551,R,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337612887812,177205,S,
5159,binder:23019_5,com.google.android.youtube,261337612887812,208496,Running,
316,sugov:0,sugov:0,261337612906203,166789,S,
712,android.youtube,com.google.android.youtube,261337612906203,80526,Running,
875,adpf_handler0,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612934239,86770467,S,
5089,yt-critical Thr,com.google.android.youtube,261337612934239,908610,Running,
37,migration/1,migration/1,261337612961745,24984,R,
712,android.youtube,com.google.android.youtube,261337612986729,71696,R,
37,migration/1,migration/1,261337612986729,97656,Running,
542,com.google.usf.,com.google.usf.non_wake_up,261337612989862,56315,R,
876,android.hardwar,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337612999547,321903401,S,
317,sugov:4,sugov:4,261337613027582,286987,R,
5238,MediaCodec_loop,com.google.android.youtube,261337613031610,415162,R,
542,com.google.usf.,com.google.usf.non_wake_up,261337613046177,185832,Running,
712,android.youtube,com.google.android.youtube,261337613058425,762736,Running,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337613065017,31291,R,
877,NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337613069411,662639,Running,
316,sugov:0,sugov:0,261337613072992,37516,R,
37,migration/1,migration/1,261337613084385,31530355,S,
5159,binder:23019_5,com.google.android.youtube,261337613096308,177897,R+,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337613096308,177897,Running,
316,sugov:0,sugov:0,261337613110508,52898,Running,
1029,UsfTransport,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613144525,46509,R,
316,sugov:0,sugov:0,261337613163406,1264363,S,
1029,UsfTransport,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613191034,260905,Running,
542,com.google.usf.,com.google.usf.non_wake_up,261337613232009,179527629,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337613270176,28565,R,
1056,DecodeLoop,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337613274205,9296915,S,
5159,binder:23019_5,com.google.android.youtube,261337613274205,45288,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337613298741,142375,Running,
317,sugov:4,sugov:4,261337613314569,132203,Running,
5159,binder:23019_5,com.google.android.youtube,261337613319493,12791382,S,
1027,android.hardwar,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613378819,29460,R,
1027,android.hardwar,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613408279,432373,Running,
1026,UsfHalWorker,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613412348,28768,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337613441116,64046,R,
1026,UsfHalWorker,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613441116,64046,Running,
317,sugov:4,sugov:4,261337613446772,3977010,S,
5238,MediaCodec_loop,com.google.android.youtube,261337613446772,177734,Running,
1029,UsfTransport,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613451939,179392294,S,
825,RegSampIdle,/system/bin/surfaceflinger,261337613496495,123820,R,
5085,yt-critical Thr,com.google.android.youtube,261337613504389,260986,R,
1026,UsfHalWorker,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613505162,179514608,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337613505162,237549,Running,
825,RegSampIdle,/system/bin/surfaceflinger,261337613620315,145060,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337613624506,72388,S,
5239,CodecLooper,com.google.android.youtube,261337613633620,51067,S,
1360,SensorService,system_server,261337613657058,74992,R,
5239,CodecLooper,com.google.android.youtube,261337613684687,625854,R,
5238,MediaCodec_loop,com.google.android.youtube,261337613696894,50130,Running,
10,surfaceflinger,/system/bin/surfaceflinger,261337613704055,42969,R,
877,NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337613732050,461507,R,
1360,SensorService,system_server,261337613732050,461507,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337613742711,3083496,S,
5238,MediaCodec_loop,com.google.android.youtube,261337613747024,204752,R,
10,surfaceflinger,/system/bin/surfaceflinger,261337613747024,204752,Running,
825,RegSampIdle,/system/bin/surfaceflinger,261337613765375,24333,S,
5085,yt-critical Thr,com.google.android.youtube,261337613765375,100464,Running,
825,RegSampIdle,/system/bin/surfaceflinger,261337613789708,322916,R,
712,android.youtube,com.google.android.youtube,261337613821161,202474,S,
1027,android.hardwar,/vendor/bin/hw/android.hardware.sensors-service.multihal,261337613840652,179144287,S,
5089,yt-critical Thr,com.google.android.youtube,261337613842849,447719971,S,
5085,yt-critical Thr,com.google.android.youtube,261337613865839,2612726157,S,
824,RegionSampling,/system/bin/surfaceflinger,261337613885818,38859,R,
824,RegionSampling,/system/bin/surfaceflinger,261337613924677,46956,Running,
10,surfaceflinger,/system/bin/surfaceflinger,261337613951776,8845948,S,
5238,MediaCodec_loop,com.google.android.youtube,261337613951776,37069,Running,
824,RegionSampling,/system/bin/surfaceflinger,261337613971633,100611125,S,
5238,MediaCodec_loop,com.google.android.youtube,261337613988845,389079,S,
712,android.youtube,com.google.android.youtube,261337614023635,289510,R,
825,RegSampIdle,/system/bin/surfaceflinger,261337614112624,40568,Running,
545,system_server,system_server,261337614133498,38941,R,
825,RegSampIdle,/system/bin/surfaceflinger,261337614153192,100081177,S,
545,system_server,system_server,261337614172439,630045,Running,
1360,SensorService,system_server,261337614193557,178945068,S,
877,NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337614193557,689616,Running,
234,mali_apc_thread,mali_apc_thread,261337614230666,44515,R,
234,mali_apc_thread,mali_apc_thread,261337614275181,730266,Running,
5239,CodecLooper,com.google.android.youtube,261337614310541,307332,Running,
712,android.youtube,com.google.android.youtube,261337614313145,208334,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337614377924,63151,R,
316,sugov:0,sugov:0,261337614427769,33244,R,
5238,MediaCodec_loop,com.google.android.youtube,261337614441075,35889,Running,
316,sugov:0,sugov:0,261337614461013,355876,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337614476964,33691,S,
5238,MediaCodec_loop,com.google.android.youtube,261337614510655,2454386,Running,
712,android.youtube,com.google.android.youtube,261337614521479,8519653,S,
9,kworker/u17:0,kworker/u17:0,261337614550043,252441,R,
5239,CodecLooper,com.google.android.youtube,261337614617873,1051555,S,
545,system_server,system_server,261337614802484,134481,R,
9,kworker/u17:0,kworker/u17:0,261337614802484,134481,Running,
316,sugov:0,sugov:0,261337614816889,6750569,S,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337614874709,49805,R,
877,NodeLooperThrea,/vendor/bin/hw/android.hardware.power-service.pixel-libperfmgr,261337614883173,7028402,S,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337614924514,309285,Running,
9,kworker/u17:0,kworker/u17:0,261337614936965,5765991,I,
545,system_server,system_server,261337614936965,210775,Running,
234,mali_apc_thread,mali_apc_thread,261337615005447,255411,D,
13,AudioOut_15,/system/bin/audioserver,261337615145990,59571,R,
545,system_server,system_server,261337615147740,178235514,S,
13,AudioOut_15,/system/bin/audioserver,261337615205561,855631,Running,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337615233799,771566,S,
234,mali_apc_thread,mali_apc_thread,261337615260858,33244,R,
234,mali_apc_thread,mali_apc_thread,261337615294102,4423869,Running,
5239,CodecLooper,com.google.android.youtube,261337615669428,49601,R,
5239,CodecLooper,com.google.android.youtube,261337615719029,78410,Running,
5239,CodecLooper,com.google.android.youtube,261337615797439,11400350,S,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337616005365,37557,R,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337616042922,130860,Running,
13,AudioOut_15,/system/bin/audioserver,261337616061192,39013509,S,
11,cw-deep-buffer-,/vendor/bin/hw/android.hardware.audio.service-aidl.aoc,261337616173782,38553792,S,
831,binder:477_4,/system/bin/surfaceflinger,261337616620152,47160,R,
831,binder:477_4,/system/bin/surfaceflinger,261337616667312,329224,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337616826207,52490,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337616878697,111491,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337616965041,261516,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337616990188,290934,S,
831,binder:477_4,/system/bin/surfaceflinger,261337616996536,7130981,S,
5238,MediaCodec_loop,com.google.android.youtube,261337617226557,115315,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617281122,41585,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617322707,121053,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337617341872,72307,S,
5238,MediaCodec_loop,com.google.android.youtube,261337617414179,23315,R,
317,sugov:4,sugov:4,261337617423782,30802,R,
5238,MediaCodec_loop,com.google.android.youtube,261337617437494,34343,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617443760,8220,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617451980,19246,R,
317,sugov:4,sugov:4,261337617454584,905924,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617471226,131877,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337617471837,117960,S,
5238,MediaCodec_loop,com.google.android.youtube,261337617589797,16968,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337617603103,722249,S,
5238,MediaCodec_loop,com.google.android.youtube,261337617606765,240967,Running,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337617806920,40812,R,
5238,MediaCodec_loop,com.google.android.youtube,261337617847732,284098,R+,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337617847732,284098,Running,
481,binder:843_2,/vendor/bin/hw/google.hardware.media.c2@2.0-service,261337618131830,1648560,S,
5238,MediaCodec_loop,com.google.android.youtube,261337618131830,291341,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337618325352,351359,R,
317,sugov:4,sugov:4,261337618360508,10336,S,
317,sugov:4,sugov:4,261337618370844,32023,R,
317,sugov:4,sugov:4,261337618402867,14526,Running,
317,sugov:4,sugov:4,261337618417393,697103,S,
5238,MediaCodec_loop,com.google.android.youtube,261337618423171,387207,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337618676711,208293,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337618810378,233480,R,
5124,ExoPlayer:Playb,com.google.android.youtube,261337618885004,195353,S,
5238,MediaCodec_loop,com.google.android.youtube,261337619043858,108724,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337619080357,192586,R,
317,sugov:4,sugov:4,261337619114496,26123,R,
317,sugov:4,sugov:4,261337619140619,13428,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337619152582,300578,S,
317,sugov:4,sugov:4,261337619154047,1528361,S,
5124,ExoPlayer:Playb,com.google.android.youtube,261337619272943,287720,Running,
5238,MediaCodec_loop,com.google.android.youtube,261337619453160,68034,R,
6,decon0_kthread,decon0_kthread,261337619494501,39022,R,
5238,MediaCodec_loop,com.google.android.youtube,261337619521194,326416,Running,
6,decon0_kthread,decon0_kthread,261337619533523,64412,Running,
5124,ExoPlayer:Playb,com.google.android.youtube,261337619560663,1036825,S,
6,decon0_kthread,decon0_kthread,261337619597935,2944133,D,
234,mali_apc_thread,mali_apc_thread,261337619717971,37476,D,
234,mali_apc_thread,mali_apc_thread,261337619755447,36417,R,
