upid,name,start_ts,end_ts,parent_upid
677,com.google.android.adservices.api,,,442.0
678,kworker/1:2,,,2.0
679,kworker/u17:3,,,2.0
680,irq/447-dwc3,,,2.0
681,com.google.android.setupwizard:remote,,,442.0
682,kworker/u16:9,,,2.0
683,kworker/4:0H,,,2.0
684,com.android.vending:quick_launch,,,442.0
685,kworker/2:2,,,2.0
686,com.google.android.deskclock,,,442.0
687,dio/dm-61,,,2.0
688,kworker/0:1,,,2.0
689,com.google.android.gms.persistent,,,442.0
690,kworker/5:2,,,2.0
691,kworker/6:0,,,2.0
692,com.google.android.gms,,,442.0
693,erofs_worker/1,,,2.0
694,erofs_worker/2,,,2.0
695,erofs_worker/3,,,2.0
696,erofs_worker/4,,,2.0
697,erofs_worker/5,,,2.0
698,erofs_worker/6,,,2.0
699,erofs_worker/7,,,2.0
700,kworker/3:1,,,2.0
701,com.google.android.youtube,,,442.0
702,kworker/6:2,,,2.0
703,com.android.vending:instant_app_installer,,,442.0
704,com.google.android.apps.weather,,,442.0
705,csf_kcpu_worker,,,2.0
706,csf_kcpu_worker,,,2.0
707,com.google.android.webview:webview_apk,,,442.0
708,com.fitbit.FitbitMobile,,,442.0
709,kworker/dying,,,2.0
710,csf_kcpu_worker,,,2.0
711,com.android.angle,,,442.0
712,com.android.traceur,,,442.0
713,com.google.android.accessibility.switchaccess,,,442.0
714,com.google.android.apps.pixel.dcservice:projection,,,442.0
715,com.google.android.gms.ui,,,442.0
716,com.google.android.apps.pixel.support:projection,,,442.0
717,com.google.android.permissioncontroller,,,442.0
718,com.google.android.apps.safetyhub,,,442.0
719,com.google.android.cellbroadcastreceiver,,,442.0
720,com.google.android.marvin.talkback,,,442.0
721,com.google.android.healthconnect.controller,,,442.0
722,com.google.android.GoogleCamera,,,442.0
723,csf_kcpu_worker,,,2.0
724,com.google.android.apps.messaging,,,442.0
725,com.google.android.apps.messaging:rcs,,,442.0
726,com.google.android.apps.photos,,,442.0
727,kworker/2:0,,,2.0
728,com.google.android.googlequicksearchbox:interactor,,,442.0
729,com.google.android.googlequicksearchbox:googleapp,,,442.0
730,com.google.android.as,,,442.0
731,com.google.android.as.oss,,,442.0
732,com.google.android.apps.pixel.agent,,,442.0
733,com.google.android.aicore,,,442.0
734,com.google.android.apps.docs.editors.docs,,,442.0
735,android.process.acore,,,442.0
736,com.google.android.keep,,,442.0
737,com.google.android.apps.magazines,,,442.0
738,com.google.android.apps.walletnfcrel,,,442.0
739,com.google.android.apps.subscriptions.red,,,442.0
740,com.google.android.apps.wear.companion,,,442.0
741,com.google.android.apps.wear.companion:persistent,,,442.0
742,kworker/4:1H,,,2.0
743,com.google.android.apps.adm,,,442.0
744,kworker/7:0,,,2.0
745,kworker/u17:0,,,2.0
746,kworker/3:2,,,2.0
747,kworker/5:0,,,2.0
748,kworker/u16:2,,,2.0
749,kworker/0:0,,,2.0
750,kworker/4:3,,,2.0
751,kworker/4:4,,,2.0
752,kworker/u17:2,,,2.0
753,com.google.android.apps.pixel.dcservice,,,442.0
754,kworker/u16:1,,,2.0
755,com.google.android.googlequicksearchbox:search,,,442.0
756,bigo_worker_thread,,,2.0
757,kworker/dying,,,2.0
758,kworker/1:3,,,2.0
759,kworker/5:1,,,2.0
760,kworker/0:2,,,2.0
761,kworker/4:0,,,2.0
762,kworker/2:1,,,2.0
763,kworker/2:3,,,2.0
764,kworker/0:3,,,2.0
765,/system/bin/traced_perf,,,1.0
